Name,Category,Brand,Selling Price,MRP,Discount,Discount.1,Ratings,Details,No_of_ratings,No_of_reviews
realme TechLife 195 L Direct Cool Single Door 2 Star Refrigerator,Refrigerator,Realme,11990,17490,0.31,0.314465409,4.2,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],385,63
Godrej 236 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Godrej,19990,21900,0.08,0.087214612,4.2,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej'],3850,416
Whirlpool 340 L Frost Free Double Door 2 Star Convertible Refrigerator,Refrigerator,Whirlpool,31990,45250,0.29,0.293038674,4.2,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product 10 Years Warranty on Compressor'],155,15
Whirlpool 245 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,Whirlpool,23690,29700,0.2,0.202356902,4.2,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor'],476,56
Haier 170 L Direct Cool Single Door 2 Star Refrigerator,Refrigerator,Haier,11390,14400,0.2,0.209027778,4.2,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year On Product and 10 Years on Compressor from Haier'],3650,307
MarQ by Flipkart 190 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,MarQ,10990,15990,0.31,0.312695435,4.2,['Reciprocatory Compressor' '1 Year Warranty on Product and 5 Years on Compressor From MarQ by Flipkart'],1586,218
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Whirlpool,23190,30200,0.23,0.232119205,4.2,['Reciprocating Compressor' '1 Year on Product and 10 Years on the Compressor from Whirlpool'],856,86
Whirlpool 215 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Refrigerator,Whirlpool,18190,25900,0.29,0.297683398,4.2,['IntelliSense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool'],135,14
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator with Base Drawer,Refrigerator,Samsung,27400,29990,0.08,0.086362121,4.2,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],25,2
MarQ by Flipkart 190 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,MarQ,11990,15990,0.25,0.250156348,4.2,['Reciprocatory Compressor' '1 Year Warranty on Product and 5 Years on Compressor From MarQ by Flipkart'],1586,218
Hitachi 565 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,Hitachi,70559,77500,0.08,0.08956129,4.2,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Hitachi'],33,7
Whirlpool 325 L Frost Free Double Door Bottom Mount 3 Star Convertible Refrigerator,Refrigerator,Whirlpool,38290,53350,0.28,0.282286785,4.2,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],63,9
MOTOROLA 507 L Frost Free Multi-Door Convertible Refrigerator,Refrigerator,MOTOROLA,70999,97499,0.27,0.271797659,4.2,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],167,20
SAMSUNG 314 l Frost Free Double Door 2 Star Convertible Refrigerator  with with Curd Maestro,Refrigerator,Samsung,33290,42990,0.22,0.225633868,4.2,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],331,35
LG 260 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,LG,22978,25000,0.08,0.08088,4.2,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG'],107,8
Whirlpool 355 L Frost Free Double Door Bottom Mount 3 Star Convertible Refrigerator,Refrigerator,Whirlpool,42990,59150,0.27,0.273203719,4.2,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],63,9
LG 284 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,LG,26000,37399,0.3,0.304794246,4.2,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG'],33,3
Haier 195 L Direct Cool Single Door 5 Star Refrigerator,Refrigerator,Haier,18900,26700,0.29,0.292134831,4.2,['Reciprocatory Compressor' '1  Year Warranty on Product and 10 Years Warranty on Compressor from Haier'],42,5
SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator,Refrigerator,Samsung,14490,16990,0.14,0.14714538,4.2,['Linear Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Samsung'],95,6
Godrej 294 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,Godrej,33800,35999,0.06,0.06108503,4.2,['Multi Inverter Technology' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Godrej'],39,10
SAMSUNG 192 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,Samsung,17430,17990,0.03,0.031128405,4.2,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],45,4
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,Refrigerator,Whirlpool,16690,19300,0.13,0.135233161,4.2,['IntelliSense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool'],231,14
Whirlpool 325 L Frost Free Double Door Bottom Mount 2 Star Refrigerator,Refrigerator,Whirlpool,37990,49700,0.23,0.235613682,4.2,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor from Whirlpool'],67,7
Haier 256 L Frost Free Double Door Bottom Mount 3 Star Refrigerator,Refrigerator,Haier,25490,43700,0.41,0.416704805,4.2,['Non-inverter Compressor' 'Built-in Stabilizer' '1  Year Warranty on Product and 10 Years Warranty on Compressor from Haier'],23,2
SAMSUNG 234 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Samsung,26190,29990,0.12,0.126708903,4.2,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],19,3
Whirlpool 325 L Frost Free Double Door Bottom Mount 3 Star Refrigerator,Refrigerator,Whirlpool,38740,41550,0.06,0.067629362,4.2,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor from Whirlpool'],58,7
Haier 276 L Frost Free Double Door Bottom Mount 3 Star Convertible Refrigerator,Refrigerator,Haier,29979,33800,0.11,0.113047337,4.2,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty and 10 Years Warranty on Compressor from Haier'],29,6
ONIDA 190 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,ONIDA,12970,18990,0.31,0.317008952,4.2,['Reciprocatory Compressor' '1 Year Comprehensive Warranty on Product 10 Years Warranty on Compressor'],9242,975
Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Whirlpool,27149,31050,0.12,0.125636071,4.2,['Digital Inverter' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool'],14,2
Godrej 192 L Direct Cool Single Door 5 Star Refrigerator,Refrigerator,Godrej,18499,24200,0.23,0.235578512,4.2,['Intelligent Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 10 Years on Compressor'],61,5
Whirlpool 245 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Auto Defrost,Refrigerator,Whirlpool,22490,30400,0.26,0.260197368,4.2,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],130,16
ONIDA 215 L Direct Cool Single Door 2 Star Refrigerator,Refrigerator,ONIDA,14010,21990,0.36,0.362892224,4.2,['Reciprocatory Compressor' '1 Year Comprehensive Warranty on Product 10 Years Warranty on Compressor'],9242,975
Panasonic 202 L Direct Cool Single Door 2 Star Refrigerator,Refrigerator,Panasonic,12066,17120,0.29,0.29521028,4.2,['Normal Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Panasonic'],766,105
Motorola 533 L Smart Wifi Enabled Frost Free Multi-Door Refrigerator,Refrigerator,MOTOROLA,79499,102999,0.22,0.228157555,4.2,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor Warranty Motorola'],167,20
Whirlpool 325 L Frost Free Double Door Bottom Mount 2 Star Convertible Refrigerator,Refrigerator,Whirlpool,36090,47250,0.23,0.236190476,4.2,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor'],63,9
Noise ColorFit Caliber Go with 1.69 inch HD Display 40 Sports Modes 150+ Watch Faces Smartwatch,Smart_watch,Noise,1999,3999,0.5,0.500125031,4.2,"[""1.69'' TFT display (240*280px 500 nits 218 PPI)"" 'Noise Health Suite (SpO2 24*7 heart rate tracking activity tracker sleep tracker stress monitor & female health tracker)' 'Productivity and utility features (hand wash reminder drink water reminder DND weather forecast call mute & rejection alarm idle alert stopwatch timer remote music control & find my phone)' '40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch faces' 'Up to 10 days of battery (300mAh)' '5 color options: Jet black Rose pink Olive green Midnight blue Mist grey' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Manufacturer Warranty']",18966,1529
"Noise ColorFit Caliber Smart Watch with 15-day battery 1.69"" display 60 Sports Modes Smartwatch",Smart_watch,Noise,1499,3999,0.62,0.625156289,4.2,"['4.2 cm (1.69"") LCD full touch screen' '150+ customizable and cloud based watch faces' '60 Sports Mode|Body Temperature sensor' 'IP68 water resistant' 'Quick replies (Android only)' 'Blood oxygen Heart rate monitor Stress monitor and sleep monitor' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days' '1 Year Manufacturer Warranty']",243784,24606
Noise ColorFit Icon 2 1.8 Display Bluetooth Calling AI Voice Assistance Smartwatch,Smart_watch,Noise,2199,5999,0.63,0.633438906,4.2,['1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant' '100+ cloud-based watch faces| In-built games' 'Noise Health SuiteTM (SpO2 24*7 heart rate tracking sleep monitor & activity tracker)' '60 sports modes| IP67 waterproof | 7-day battery' 'Utility features (stopwatch alarm timer weather find my phone camera & music controls)' 'NoiseFit Track app' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty'],47184,4105
"Noise Icon Buzz BT Calling with 1.69"" display  AI Voice Assistance Built-In Games Smartwatch",Smart_watch,Noise,1999,4999,0.6,0.600120024,4.2,['1.69 TFT LCD Display' 'In-Built Games|Bluetooth Calling' 'Voice Assistance (AI voice assistance)' 'Noise Health Suite|Weather Report' 'Up to 7-Day Battery' '100+ Watch Faces|IP67 Waterproof' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty'],169101,13923
Amazfit GTR 2 (New version)1.39HD AMOLEDBluetooth callingupto 10 days battery life Smartwatch,Smart_watch,Amazfit,5999,16999,0.64,0.647096888,4.2,['1.39-inch HD AMOLED Screen covered in 2.5D Glass' '3GB Music Storage' 'SpO2 Stress Heart Rate & Sleep Monitoring Wear Detection' '90+ Sports Modes with 5 ATM Water-resistance' '11-day Battery Life 50+ Watch Faces Always-on Display Smart Notifications etc' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 11 days' '1'],7254,688
Fire-Boltt Ninja Bell Bluetooth Calling & AI Voice Assistance Smartwatch Smartwatch,Smart_watch,Fire-Boltt,1999,9999,0.8,0.800080008,4.2,['1.69 LCD Display- OGS Full Touch Display with a High Resolution of 240*280 Pixel & 1.69 inch LCD Screen covered with a 2D High Hard Glass' 'Bluetooth Calling Smartwatch- Answer & Make Calls Directly from The Smartwatch with In Built Speaker & Microphone Listen to Songs and Enjoy HD Calls on this smartwatch. Split Display Easy Access- You can easily in one click land on any function without the need to search it from the menu.' 'Voice Assistant- Command your mobile phone with your smartwatchPlay Games On Your Wrist 60 Sports Modes IP68 Water Resistant- Withstand dust spills raindropssweatproof' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 25 days' 'Covers Manufacturing Defects'],33326,5420
Amazfit GTR 2 (New version)1.39HD AMOLEDBluetooth callingupto 10 days battery life Smartwatch,Smart_watch,Amazfit,5999,16999,0.64,0.647096888,4.2,['1.39-inch HD AMOLED Screen covered in 2.5D Glass' 'Alexa Built-in Bluetooth Phone Calls 3GB Music Storage' 'SpO2 Stress Heart Rate & Sleep Monitoring Wear Detection' '90+ Sports Modes with 5 ATM Water-resistance' '11-day Battery Life 50+ Watch Faces Always-on Display Smart Notifications etc' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 11 days' '1'],7254,688
"Ambrane Wise-roam 1.28"" Full HD displaybluetooth calling and complete health tracking Smartwatch",Smart_watch,Ambrane,1999,5999,0.66,0.666777796,4.2,['Bluetooth Calling with Inbuilt Mic Inbuilt Speaker and Dialer| 1.28-inch full touch screen with round LucidDisplay?? 450 Nits Brightness 2.5D Curved Glass' 'SpO2 (Real-Time Monitoring) Blood Pressure Heart Rate Sleep Breath Training and Menstrual Cycle TrackingFitness and Productivity: Smart Notifications 60 Sports Modes Alarm Stopwatch Flashlight Timer Find Phone Music Player Shutter (Remote Camera)' 'Sturdy Body: Comfortable adjustable Straps High-quality frame and IP68 water resistantDo Not Disturb Mode & Theatre Mode | 100+ Watch Faces Upto 10 Days Battery 2 Inbuilt Games Customizable Watch Face Weather Dual Menu Options Voice Assistance' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Manufacturer Warranty'],19169,1935
DIZO Watch 2 (by realme TechLife),Smart_watch,DIZO,1499,3999,0.62,0.625156289,4.2,"['4.3cm (1.69"") Bright Full Touch Screen' '5ATM Water Resistance' 'Blood Oxygen & Heart Rate Monitor' '15 Sports Modes' '10-Day Battery Life' '100+ Stylish Watch Faces' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Warranty']",107247,12492
"boAt Wave Connect with Bluetooth Calling Voice Assistant and 1.69"" HD Display Smartwatch",Smart_watch,boAt,2999,5990,0.49,0.49933222,4.2,['Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69€) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust Sweat & Splash Resistant' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Warranty from the Date of Purchase'],34446,3178
Fire-Boltt Epic with 2.5D Curved GlassSPO2 Heart Rate tracking Touchscreen Smartwatch,Smart_watch,Fire-Boltt,1499,7999,0.81,0.812601575,4.2,"['1.69"" HD Display with 2.5D Curved Glass | 240*280 Pixel High Resolution' '120 Sports Modes to Track with IP68 Water Resistant| Customised Wallpaper Option | Match Your Daily' 'Outfit with 100+ Cloud Faces' 'Smart Health Monitoring - Track SpO2 Heart Rate while your workout' 'Social App Notifications & Reminders - Never miss important calls and updates| Remote control Camera & Player click numerous pictures on the go' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' 'Covers Manufacturing Defects']",38607,6369
Ambrane Wise-Eon 1.69Lucid Display bluetooth calling function & 7 days battery life Smartwatch,Smart_watch,Ambrane,1799,4999,0.64,0.640128026,4.2,['Calling Feature: Bluetooth Calling with Inbuilt Mic Inbuilt Speaker and Dialer' 'Screen: 1.69-inch full touch screen with square LucidDisplay 450 Nits Brightness 2.5D Curved Glass With Intelligent spilt screen' 'Health Tracking: SpO2 (Real-Time Monitoring) Blood Pressure Heart Rate Sleep Breath Training and Menstrual Cycle Tracking' 'Fitness and Productivity: Smart Notifications 60 Sports Modes Alarm Stopwatch Flashlight Timer Find Phone Music Player Shutter (Remote Camera)' 'Sturdy Body: Comfortable adjustable Straps High-quality frame and IP68 water-resistant| Modes: DND & Low Power Mode' '100+ Watch Faces Upto10 Days Battery Life on Normal Use 3 Inbuilt Games Customizable Watch Face Weather Dual Menu Options Voice Assistance' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Brand Warranty'],51561,6007
DIZO Watch R Talk Amoled Display with Calling & 10 days battery,Smart_watch,DIZO,3999,6999,0.42,0.428632662,4.2,"['Advanced Calling with Voice Assistant & Noise Cancellation' '1.3""Ultra-Sharp Amoled Display' 'Always on Display with 550 nits brightness' 'Fully Washable' 'Up-to 10 days Battery (2 Hours to Full Charge)' '110+ Sports Mode' '150+ Stylish Watch Faces' 'Smart Controls' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '12 Month from the Date of Purchase']",5155,640
Noise ColorFit Brio Smartwatch,Smart_watch,Noise,1499,5999,0.75,0.750125021,4.2,"['Best-In Segment Resolution with 360*400 pixels' '3.86 cms (1.52"") TruView HD Display and 100+ personalized watch faces' 'Super light and slim with 30gms weight and 9mm thickness' 'Noise Health Suite: Blood oxygen monitor (Spo2) Stress monitor Sleep monitor 24*7 Heart Rate monitor' '50 sports modes and up to 10-day battery\nSpecial features: Smart DND & quick reply with NoiseFit App' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Manufacturer Warranty']",30256,3432
Fire-Boltt Epic with 2.5D Curved GlassSPO2 Heart Rate tracking Touchscreen Smartwatch,Smart_watch,Fire-Boltt,1299,7999,0.83,0.837604701,4.2,"['1.69"" HD Display with 2.5D Curved Glass | 240*280 Pixel High Resolution' '120 Sports Modes to Track with IP68 Water Resistant| Customised Wallpaper Option | Match Your Daily' 'Outfit with 100+ Cloud Faces' 'Smart Health Monitoring - Track SpO2 Heart Rate while your workout' 'Social App Notifications & Reminders - Never miss important calls and updates| Remote control Camera & Player click numerous pictures on the go' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' 'Covers Manufacturing Defects']",38607,6369
"alt OG Bluetooth Calling 1.69"" HD Display with AI Voice Assistant Built-in Games Smartwatch",Smart_watch,alt,1499,6999,0.78,0.785826547,4.2,['1.69ï¿½ TFT LCD screen (240*280 px)' 'Bluetooth calling (built-in microphone & speakers recent calls dial pad contacts)' 'AI Voice Assistant Built-in Games' '200+ cloud-based & customisable watch faces' 'Health tracking with AltFit app (SpO2 stress monitor sleep tracker 24*7 HRM & BP monitor)' '230mAh battery (7 days of use 2 days with calling & 25 days on standby)' 'Utility/productivity features (Stopwatch alarm timer reminder smart DND weather quick replies find my phone camera/music controls breathe AI voice assistant)' '4 colour options & metallic finish- Lunar Black Berry Blue Misty Grey Moss Green' 'IP67 waterproof' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty'],4605,727
DIZO Watch 2 (by realme TechLife),Smart_watch,DIZO,1499,3999,0.62,0.625156289,4.2,['4.3cm (1.69 inch) Bright Full Touch Screen' '5ATM Water Resistance' 'Blood Oxygen & Heart Rate Monitor' '15 Sports Modes 100+ Stylish Watch Faces' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 year from the date of purchase'],107247,12492
DIZO Watch D 1.8 inch Dynamic display with 550nits brightness (by realme techLife),Smart_watch,DIZO,1999,4999,0.6,0.600120024,4.2,"['4.57cm (1.8"")  550nits Super Bright Display' 'Upto 14 Day Battery Life 2 Hours for Full Charge' '5ATM Water Resistance| 150+ Stylish Watch Faces| 110+ Sports Mode' 'Health Monitoring|DIZO Smart App Controls' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 14 days' '12 month from the date of purchase']",30999,3998
realme Watch 2 Pro 1.75 Inch 320 x 385p Hi-Res Display 14-day Battery & Dual GPS Smartwatch,Smart_watch,Realme,2999,5999,0.5,0.500083347,4.2,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 14 days' '1 Year Manufacturing Defects'],27386,2578
DIZO Watch 2 Sports (by realme TechLife),Smart_watch,DIZO,1799,3499,0.48,0.485853101,4.2,"['4.3 cm (1.69"") Bright Full Touch Screen' '110+ Sports Mode' 'Blood Oxygen & Heart Rate Monitor' '5 ATM Water Resistance' '150+ Stylish Watch Faces' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '12 Month from the Date of Purchase']",60177,7017
"Gizmore GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode Smartwatch",Smart_watch,Gizmore,1499,5999,0.75,0.750125021,4.2,['1.69-inch full touch 2.5D HD curve metal Display |500 Nits Brightness| Split screen feature.|Bluetooth Calling|Built-in AI Voice Assistant (Google & Siri Track SPO2 24 x 7 Heart Rate Calorie Burns Hydration Alert Menstrual Tracker Sleep monitor & Guided Breathing. Weather forecast Call rejection Alarm Find my Phone Timer Stopwatch Walk reminder Wake gesture . Vibration alert remote music control .60+ sports modes/ IP68 water proof .Smart All Round Notifications - Stay Socially Updated Always. 100+ customizable and cloud-based watch faces .Play Music on the go | 3 Built-in Games .ALWAYS-ON Display |500 NITS' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days' 'Gizmore Smartwatches Comes With 12 Months Manufacturing Warranty'],3653,635
"Noise ColorFit Qube Spo2 1.4"" Full Touch display Multi-Sports modes 7-day Battery Smartwatch",Smart_watch,Noise,1499,4999,0.7,0.700140028,4.2,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty'],52699,4052
Fastrack Reflex Hello 1.69 HD Display BT Calling AI Voice 50+ Sport Smartwatch,Smart_watch,Fastrack,3995,5995,0.33,0.333611343,4.2,['Hands-free calls right from your wrist' 'Large 1.69 HD display with vivid picture quality' 'Track your sports activities with 50+ Multisports modes across 9 categories. Game On!' 'Track your health like never before with the Blood Pressure Monitor SpO2 Tracker 24x7 Heart Rate Monitor Sleep Monitor & Women Health Tracker' '100+ Watchfaces- Choose from over 100+ cloud Watchfaces to match your style and mood. Custom Watchfaces- Say Hello to a new avatar every day with custom watchfaces on the Fastrack Reflex Hello.' 'Up to 5 Days Battery*- A long-lasting battery on a single charge IP68 Water and Dust Resistance' 'Exciting features like Phone Finder Camera Control Music Control and Built-in Flashlight' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Limited warranty'],660,77
DIZO Watch D Talk 1.8 display with calling&7 day battery (by realme Techlife),Smart_watch,DIZO,3499,5999,0.41,0.416736123,4.2,['1.8 4.57cm Display with 550 nits brightness & 2.5D curved glass' 'Up-to 10 days Battery Life 2hours to full charge' '150+ Watch faces & 120+ Sports Mode' 'Fully Washable' 'GPS Route Tracking' 'Phone Camera Control' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '12 month from the date of purchase'],1431,169
"Fire-Boltt Epic Plus with1.83"" 2.5D Curved GlassSPO2 Heart Rate tracking Touchscreen Smartwatch",Smart_watch,Fire-Boltt,1499,9999,0.85,0.850085009,4.2,"['1.83"" HD Display with 2.5D Curved Glass | 240*286 Pixel High Resolution' '120 Sports Modes to Track with IP68 Water Resistant| Customised Wallpaper Option | Match Your Daily' 'Outfit with 100+ Cloud Faces' 'Smart Health Monitoring - Track SpO2 Heart Rate while your workout' 'Social App Notifications & Reminders - Never miss important calls and updates| Remote control Camera & Player click numerous pictures on the go' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' 'Covers Manufacturing Defects']",38607,6369
Fire-Boltt Almighty BT Calling Voice Assistant Smartwatch,Smart_watch,Fire-Boltt,3499,14999,0.76,0.766717781,4.2,['Bluetooth Calling : You can make and receive calls through the watch via InBuilt Speaker & Mic' 'Voice Assistance : First ever watch with Google/Siri Voice Assistance' 'AMOLED Always ON' 'Display : 1.4 inch screen with Ultra High Resolution of 454 x 454 Pixels' '360 Health Control : with Spo2 Heart rate and Blood Pressure Monitoring' 'Music Player : Listen to Songs on your Watch' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 20 days' 'Covers Manufacturing Defects'],7542,1959
Fastrack Reflex Hello 1.69 HD Display BT Calling AI Voice 50+ Sport Smartwatch,Smart_watch,Fastrack,3995,5995,0.33,0.333611343,4.2,['Hands-free calls right from your wrist' 'Large 1.69 HD display with vivid picture quality' 'Track your sports activities with 50+ Multisports modes across 9 categories. Game On!' 'Track your health like never before with the Blood Pressure Monitor SpO2 Tracker 24x7 Heart Rate Monitor Sleep Monitor & Womens Health Tracker' '100+ Watchfaces- Choose from over 100+ cloud Watchfaces to match your style and mood. Custom Watchfaces- Say Hello to a new avatar every day with custom watchfaces on the Fastrack Reflex Hello.' 'Up to 5 Days Battery*- A long-lasting battery on a single charge IP68 Water and Dust Resistance' 'Exciting features like Phone Finder Camera Control Music Control and Built-in Flashlight' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Limited warranty'],660,77
Noise Fit Active SpO2 Smartwatch,Smart_watch,Noise,1999,5999,0.66,0.666777796,4.2,['1.28 inches Full Touch Screen Round Display with Multiple Cloud Based Watch Faces' 'Spo2 (Real-time Blood Oxygen Level Monitor) 24x7 Heart Rate Monitor Sleep monitor Guided Breathing Sessions & more\n14 sports mode with auto sports recognition' 'Weather forecast Call rejection Alarm Find my phone Timer Stopwatch Walk reminder Wake gesture Calender reminder Vibration alert Remote music control' '5 ATM Water Resistance' 'Dedicated NoiseFit App to meet your personal health goals track of your progress and more' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 7 days' '1 Year Manufacturer Warranty'],36802,6480
Fastrack Reflex Play+ 1.3 AMOLED Display|BT Calling|25+ Sports Modes|Smartwatch Smartwatch,Smart_watch,Fastrack,6995,9995,0.3,0.300150075,4.2,['Enjoy hands-free calling right from your wrist' 'Stunning AMOLED display with awe-striking picture quality' 'Choose from over 100+ cloud watchfaces to match your style and mood. Create a unique Watchface to match your Vibe with custom watchfaces with the Fastrack Reflex Vybe' 'Game on with 25+ multisport modes including Cricket Football Basketball Yoga & more' 'IP68 ï¿½ Protection against Water and Dust' 'More Exciting features like a Phone Finder Camera Control Music Control and Built-in Flashlight Beat the boredom with the built-in games with the Fastrack Reflex Play+' 'Up to 7 Days Battery*- Charge and forget for a week with the long-lasting 7 days battery backup' 'With Call Function' 'Touchscreen' 'Fitness & Outdoor' '1 Year Limited warranty'],358,34
"Fastrack Reflex Vox with 1.69"" Super Bright HD Display10 days Battery & 5 ATM Smartwatch",Smart_watch,Fastrack,2995,6995,0.57,0.571837026,4.2,['1.69 inches (4.3 cm) Super Bright Metal Frame HD Display with premium touch and controls.' 'Alexa built-in voice assistant to set reminders and alarms and add items to your shopping list at your command.' '100+ Watch Faces - Exciting 100+ Unique Watch faces to give your watch a new look every day.' '10 Days Battery - Super long 10 days battery life to enjoy all the watch features without any worry.' 'AI Enabled Coach and 10+ Sports Modes with 5 ATM Water resistance levels for all the sporty adventures.' 'With a 24 X7 Heart rate monitor SPO2 (Blood Oxygen Level ) Tracker and Menstrual tracker to keep a check on your period cycle.' 'Let the watch keep a check on your stress levels and sleep health with active stress and sleep monitoring.' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days'],58,3
Syska PLUTO Smartwatch,Smart_watch,Syska,1799,3999,0.55,0.550137534,4.2,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 days' '1 Year Manufacturer Warranty'],895,131
